sentence,difficulty 
"Les piscines partagées par exemple ou ce genre de chose, là je me suis dit, cet été, bof quoi.",B1
La majorité des Français ne restent pas dans leur région durant les vacances d'été,B1
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.,B1
"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de sa culture.",B1
"Pour beaucoup de cyclistes, la récompense après plusieurs heures de route, c'est la découverte des merveilles architecturales de la région.",B1
"""Quand j'ai appris la nouvelle, je me suis dit : 'On va s'entretuer'"", rapporte-t-elle au quotidien économique américain.",B1
Il est impératif de tenir votre chien en laisse lorsque vous le promenez.,B1
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1
"Remarquez bien que les nez ont été faits pour porter des lunettes, aussi avons-nous des lunettes.",B1
Qui a aidé le paysan à tromper le démon ?,B1
"En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.",B1
"Nous ne voulions pas d'ascenseur, mais un voisin qui loue son appartement en voulait absolument un pour attirer les touristes.",B1
"En me massant, il a soulagé ma douleur.",B1
Vous deviez rendre des comptes à la justice pour vos crimes.,B1
"À vingt ans, le prince était d'une beauté splendide.",B1
"D'abord, nous voulions dormir à l'hôtel mais finalement Martine, mon amie d'enfance, nous a proposé d'aller chez elle alors nous avons accepté.",B1
"C'est une soupe de poissons, spécialité de Marseille",B1
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"", raconte David Wilgenbus.",B1
"Petit, il vivra d'abord dans une famille d'accueil qui lui donnera une première éducation.",B1
"Et pour l'Europe, et bien pour l'Europe, c'est la française Claire Nouvian qui a été récompensée pour son combat au sein de son association Bloom, créé en 2005, pour préserver la biodiversité de l'océan",B1
Cet homme n'hésitera pas à accueillir les hôtes qui se présentent chez lui au risque de perdre la vie.,B1
"Une semaine au calme, ça procure un vrai plaisir.",B1
"À l'occasion de la manifestation, qui se déroule dans tout le pays, les organisateurs ont commandé un sondage.",B1
Il est difficile d'imaginer un accent trop fort pour présenter un journal national.,B1
Il y a douze milles entre la cabane du pêcheur et la ville.,B1
"Le centre Anatole France est situé dans le centre-ville, à quelques pas de la mairie.",B1
Le coût de la liberté reste un mystère : pourquoi l'ouverture d'une chambre d'hôtes reste le fantasme premier des Français qui souhaitent changer de vie ?,B1
Nous avons voulu visiter le musée et nous avons dû payer l'entrée.,B1
"Chère Anna, Je ne suis pas encore prêt pour comprendre toute l'histoire, Mais tes vidéos sont extrêmement motivantes!",B1
"Eh bien voilà, bienvenue dans mon studio",B1
"Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes",B1
"Le lendemain, l'assistante m'a téléphoné pour savoir si j'étais disponible lundi.",B1
La nouvelle a fait grand bruit: cette affaire de couvre-feu cache en fait une angoisse plus profonde.,B1
La plage est pleine de Marseillais et de touristes,B1
"La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.",B1
Un secrétaire va être embauché par le directeur,B1
Vous étudiiez sérieusement et vous réussissiez sans le moindre effort de votre part.,B1
Le voyageur a été le favori du Prince.,B1
"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.",B1
"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1
"Aujourd'hui, la méthode est bien rodée.",B1
"La couverture du bouquin était couleur bleu turquoise, je l'ai adorée dès que je l'ai vue.",B1
"Noël Couedel, alors directeur de l'information, raconte : Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",B1
"J'aimerais vous présenter un nouveau collègue, Jacques Servat qui arrive de Madrid où il vient de passer cinq ans dans un grand groupe d'ameublement au poste de chef d'équipe des commerciaux.",B1
Je trouve inadmissible que le directeur ne tienne pas ses promesses,B1
Et le roman peut alors être acheté par de nombreux lecteurs,B1
"Cette entreprise vient de s'installer dans la région, elle va recruter!",B1
Nous somment conscients de la difficulté de l'expédition et nous en assumons les risques.,B1
Il hochait la tête doucement tout en regardant mon avion.,B1
"D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir .",B1
"À 40 ans, il est usé.",B1
"En Amérique centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement colombien pour arrêter l'exploitation illégale de l'or sur les terres ancestrales",B1
"Je n'aimais pas tellement être vendeuse, mais je devais essayer de vendre des appareils photo de toutes sortes aux clients.",B1
"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher",B1
"Puis, viennent la bouche et le menton",B1
"C'est le cas à Nowra, à l'ouest de Sidney, où notre envoyée spéciale Murielle Paradon a pu rencontrer un couple de sexagénaires qui a trouvé refuge dans sa voiture",B1
Ils aiment passer des journées ensemble au bord de la mer,B1
"Pour les habitants des quartiers historiques, la vie n'est plus la même : les rues pleines de touristes perdent peu à peu leurs magasins de quartier.",B1
On ne voyait pas ses genoux sur lesquels il avait posé son livre.,B1
"Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.",B1
"Cette année-là, l'hiver est arrivé d'un seul coup avec ses vents, ses brouillards et ses tempêtes de neige.",B1
"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril.",B1
"Par ailleurs, Elle, qui habite à Paris, nous explique que son quotidien est devenu très difficile en raison des locations saisonnières : ""Les arrivées et départs à n'importe quelle heure de la journée, les fêtes toute la nuit, les groupes de touristes qui envahissent le hall de l'immeuble avec leurs valises. On ne se sent plus chez soi.",B1
"Or, aujourd'hui, ces appareils commencent à peine à arriver en fin de vie. Beaucoup d'entreprises ont donc attendu ce moment pour se préparer réellement à les traiter.""",B1
"En France, le début des vacances est souligné par les soldes d'été",B1
Elle cueillera les roses et elle les arrosera si nécessaire.,B1
"Seules exceptions les sacs pour la vente de viande ou de poisson, ou encore dans les restaurants pour la nourriture à emporter",B1
Le bras est relié au tronc par l'épaule et à l'avant-bras par le coude,B1
"Côté intrigue, pas de fulgurance non plus, l'évolution des personnages et les rebondissements n'ont rien d'original.",B1
Il aurait tant voulu les accompagner !,B1
Je voudrais aller au cinéma avec mes copines.,B1
Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,B1
"Depuis quelques années, on enregistre une augmentation de la violence chez les jeunes.",B1
"C'est donc grâce à la générosité du grand public que, chaque année, près de 200 chiens trouvent un maître à guider.",B1
"Merci Gaio de suivre ces histoires, cela me fait très plaisir !",B1
"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur.",B1
Le pacha vient en aide à un serpent (le roi des serpents) car l'un des commandements du Coran est de faire preuve d'hospitalité ses hôtes.,B1
Faire de la philosophie avec des intonations alsaciennes ?,B1
Il a précisé qu'il partait en vacances dès demain.,B1
La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas,B1
Je viens de faire des épreuves surprenantes.,B1
"il y a du travail, des théâtres, des cinémas, la vie culturelle est riche",B1
"Quand ils s'approchent trop près de la tribu, les femmes leur jettent des pierres et les hommes les chassent.",B1
"""Je n'ai pas l'habitude d'être en compagnie de quelqu'un vingt-quatre heures sur vingt-quatre et sept jours sur sept"", reconnaît cette chroniqueuse culinaire.",B1
Peut-on évoquer des sujets sérieux avec un accent du Sud de la France ?,B1
"Les recrutements s'effectuent essentiellement à partir de critères liés à la voix, au bon contact et à l'expression orale de la personne.",B1
Personne n'était intéressé par les discours du député,B1
Elle a un physique ingrat.,B1
"Quand il fera le ménage de l'appartement, il jettera les vieux papiers, il nettoiera le linge et il ouvrira les fenêtres.",B1
"Mes peines : une peine est un chagrin, une douleur, un malheur.",B1
Plus personne ne sautait sur le canapé depuis longtemps.,B1
"En hiver, elle ne sort jamais sans son parapluie et son écharpe",B1
Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie,B1
Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,B1
Les spécialistes de la violence chez les adolescents rappellent qu'il est dangereux de les considérer comme une armée menaçante.,B1
Venez profitez du studio d'enregistrement et de la salle de répétitions !,B1
Mais cette révolution ne se manifeste pas seulement dans notre vie quotidienne.,B1
Il devait à tout prix téléphoner à son bourreau quand il recevait des nouvelles de son banquier.,B1
"Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de l'emploi, qui encourage chacun à être plus mobile, et d'un bouleversement des valeurs qui cimentent la société : ""Jusqu'aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l'accession à la propriété familiale"".",B1
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville",B1
On peut faire une classe inversée en restant dans le transmissif.,B1
"Les dernières études d'imagerie cérébrale confirment qu'il y aurait bien une différence, non de capacité, mais de ""fonctionnement"" du cerveau des hommes et des femmes, en fonction de leurs centres d'intérêt.",B1
"Oui, l'ouragan a touché terre la nuit dernière dans le nord du Nicaragua, il s'est ensuite étendu à plusieurs pays d'Amérique centrale",B1
Je t'appelerais dès que je reçois les documents,B1
Le Danemark est le premier pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,B1
"Et puis, on revient en Europe maintenant avec la vague de chaleur qui touche le continent et qui n'épargne aucune partie de cette partie du monde même celle située la plus au nord en Scandinavie y compris, le thermomètre grimpe en flèche",B1
Il trouve bizarre que l'artiste ait quitté le concert avant la fin samedi soir dernier.,B1
Les journalistes ont voulu savoir s'ils pouvaient le rencontrer.,B1
Du haut de cette colline la vue sur Marseille est remarquable,B1
"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre",B1
"Le numéro un mondial a facilement remporté la finale, en seulement trois manches et à peine deux heures de jeu.",B1
"Plus on prend du plaisir, plus on progresse rapidement et durablement.",B1
"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",B1
Il a mis un cadre rouge autour du tableau.,B1
"Dans cette profession, le renouvellement de personnel est important.",B1
La forêt leur donne du bois et du gibier.,B1
"L'hospitalité est l'action de recevoir une personne chez soi, de l'accueillir de manière bienveillante, de le loger gratuitement.",B1
"À partir de deux reportages sur les vacances des Français, invitez les apprenants à parler de leurs vacances.",B1
un berger est une personne chargée de guider et de prendre soin des troupeaux de moutons ou plus généralement de bétail.,B1
Il se sent plus à l'aise avec une tenue vestimentaire classique,B1
"Candide s'enfuit au plus vite dans un autre village : il appartenait à des Bulgares, et des héros abares l'avaient traité de même.",B1
"Il a une longue expérience dans un grand nombre de restaurants, mais moins en restauration collective.",B1
Le courant d'air ainsi créé permet à la sueur - qui absorbe la chaleur du corps - de s'évaporer et ainsi de le refroidir.,B1
"En Chine, la Fête des mères a lieu le 2e dimanche de mai.",B1
Une petite révolution et des chiffres qui parlent tout seuls.,B1
"C'est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation.",B1
"Quand l'ange apparaît la première fois, que conseille-t-il à Azaël ?",B1
Le réalisateur m'a expliqué qu'il avait longtemps cherché l'acteur idéal.,B1
S'impliqueront-ils dans la vie sociale du collège?,B1
"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo.",B1
Ils faisaient une grande fête à chaque année.,B1
"La méchante femme n'y retournera sûrement pas."" Le démon partit bien vite, et il se précipita dans le trou, où, hélas, il retrouva la méchante femme.",B1
"Et cette année, ça défile !",B1
"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge",B1
"Il était furieux contre le berger, qui avait révélé le secret de la grotte aux serpents.",B1
Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d'une soirée festive la semaine dernière,B1
"Et en août, nous passerons peut-être quelques jours dans les montagnes.",B1
On peut voir aussi le fleuve qui traverse la capitale : la Seine.,B1
"Après le cours, vous boirez un verre en notre compagnie, vous rirez aux éclats et aurez du bon temps avec vos amis.",B1
"""J'ai vraiment dû beaucoup insister pour être choisi ! rapporte Monsieur.",B1
"De la même façon, le gouvernement de la République du Congo (RDC) s'est engagé, en mai 2002, à démobiliser des milliers d'enfants servant dans son armée.",B1
"Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de la culture danoise.",B1
Une partie de l'énergie fournie pour se déplacer est transformée en chaleur.,B1
Ta soeur est venue hier nous rendre visite.,B1
"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",B1
Vous allez piloter ce fichu avion et m'amener en Amérique du Sud.,B1
Et aussi grâce à la télévision parce qu'on regardait tous les soirs deux ou trois épisodes de mes séries préférées.,B1
Elle commémore la résurrection de Jésus mais fête aussi le printemps,B1
Les horaires de travail sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par exemple).,B1
"Le télévendeur travaille à temps plein, à temps partiel ou en complément d'une autre activité.",B1
"On n'est pas très fiers parce que de temps en temps, quand elles se bagarrent, on[ne] veut pas dire que Patricia se bagarre avec Agnès ou avec Valérie ou Michèle ou Aude ! [Elle rit]",B1
"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",B1
J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,B1
Je compte bien arriver dès huit heures.,B1
"Quand j'ai lu, j'ai découvert de nouvelles choses surprenantes sur les locataires qui occupaient l'appartement.",B1
"Plus grave, un lien a été mis en évidence entre ces usages et des symptômes de dépression.",B1
"Quand j'ai attteint mes 1 ans et demi, j'ai appris à marcher de manière autonome et assurée.",B1
"""La batterie est en dessous du niveau nécessaire pour faire fonctionner l'ordinateur central"", a dit M. Ulamec.",B1
A t'il parlé d'astuces pratiques pour un bien-être quotidien et d'un questionnement philosophique sur cette quête de l'impossible,B1
"En entendant la porte d'entrée s'ouvrir, elle leva les yeux de l'ordinateur et aperçut son mari.",B1
M. Aphatie a été le premier à animer une émission dite sérieuse à la radio puis à la télévision.,B1
Le Président a promis qu'il tiendrait toutes ses promesses.,B1
Elle pouvait supporter tout cela.,B1
La cuisine est classique et à base de produits régionaux.,B1
"Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris",B1
Le canal a été construit il y a seulement quatre-vingts six ans.,B1
"Si mes dents contunent à me faire souffrir ainsi, j'irai chez le dentiste.",B1
"Le centre Victor Hugo, situé à 20 minutes en bus de la mairie, dans le quartier des universités, est un lieu pour tous, petits et grands, jeunes et moins jeunes.",B1
"""Mon fils, allergique à la pollution, a fait une crise d'asthme terrible"" , se souvient-elle.",B1
Ils préfèrent alors rester à la maison et profitent du temps libre pour visiter leurs familles ou se balader en ville,B1
Cette ville a une atmosphère particulière dont je me souviendrai toujours.,B1
"Par exemple, on craint que les autres aient des expériences enrichissantes sans nous.",B1
"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration.",B1
"Fini les boutiques d'autrefois, adieu les voisins qu'on connaît bien.",B1
"Il l'a suivie, emporté par les flots.",B1
C'est une manière de découvrir un endroit en évitant les lieux touristiques et en respectant le milieu naturel.,B1
L'ambiance était détestable dans l'entreprise: j'ai fini par démissionner.,B1
"Quand le téléphone retentissait, on s'empressait de répondre immédiatement.",B1
"En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier, réunis en un seul lieu à Paris",B1
Le tableau paraissait plus beau qu'avant.,B1
"Il s'agit d'un processus volontaire et tourné vers l'avenir, qui permet aux deux parties de trouver une issue, leur issue.",B1
Avant de corser les choses.,B1
Le quotidien Dallas Morning News a même sorti qu'il s'agissait de la pancarte la plus étrange qu'ils avaient jamais vue.,B1
"""Le démon partit bien vite, et il se précipita dans le trou, où, hélas, il retrouva la méchante femme.",B1
"Par ailleurs, Yolande, qui habite à Paris, nous explique que son quotidien est devenu très difficile en raison des locations saisonnières : Les arrivées et départs à n'importe quelle heure de la journée, les fêtes toute la nuit, les groupes de touristes qui envahissent le hall de l'immeuble avec leurs valises.",B1
"Avec leur directrice, Patricia Rodriguez, les élèves de la grande section de maternelle ne se lassent pas de ce spectacle",B1
Il s'arrêta tristement à la porte d'un cabaret.,B1
"Curieusement, l'actuel président du groupe Radio-France ne se souvient pas du débat après l'arrivée de M. Aphatie : Son arrivée n'a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1
"Souvent plus productif que les autres , il crée un effet fédérateur dans une équipe de travail où les petits problèmes courants sont relativisés .",B1
Cette douceur contraste avec les températures sibériennes d'il y a une semaine.,B1
"La climatisation a longtemps été superflue dans les maisons de retraite mais cet été, on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à diffuser le Coronavirus",B1
"Si cette actrice avait accepté le rôle, elle aurait été formidable.",B1
"Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers",B1
"À mon premier mot : ""Tu vas rejoindre Napoléon !",B1
"""Malheureusement, on voit souvent la capacité à parler anglais comme une force, mais pas forcément d'autres langues, regrette Madame.",B1
Combien de temps duraient les missions des hommes envoyés dans la forêt ?,B1
Des mesures vont être prises par le ministre de la santé oublique,B1
"Si la plupart des habitants saluent cette loi comme un pas en avant pour la protection de l'environnement, certains commerçants s'inquiètent, comme dans ce magasin de bricolage où certains produits sont trop larges ou trop lourds pour des sacs en papier",B1
"La Semaine s'est ouverte lundi sur le parvis du Trocadéro à Paris, par un événement symbolique, en présence des adjointes pour les personnes handicapées au maire de Paris.",B1
"une requête est une demande, une sollicitation, une prière.",B1
"Il apprend ensuite tout ce qui concerne ""la recherche"", c'est-à-dire savoir trouver et identifier les passages piétons, les pistes cyclables et les rues, s'arrêter devant les portes ou les escaliers, savoir éviter les difficultés, monter dans les transports, etc.",B1
"Il est maintenant un symbole de fête, autour duquel les gens se réunissent pour célébrer Noël !",B1
"Ces chocolats, coulés en forme d'oeufs, de lapins et de poules, sont souvent dispersés dans le jardin pour être retrouvés par les plus jeunes : c'est la ""chasse aux oeufs"".",B1
Ce texte invite les États à prendre toutes les mesures possibles dans la pratique pour veiller à ce que les membres de leurs forces armées qui n'ont pas atteint l'âge de 18 ans ne participent pas directement aux hostilités (Art.,B1
"Dans le domaine de la publicité, il peut vendre des espaces publicitaires.",B1
"Il peut survenir à toute heure, mais de préférence quand un petit rayon de soleil réchauffe votre ordinateur.",B1
"Quand il doit rencontrer un client important, Marc n'hésite pas à s'habiller sobrement",B1
"Certains, comme les Bédouins, sont des Blancs à la peau mate et tannée par le soleil.",B1
"Soudain, il entendit une voix qui lui disait de s'approcher.",B1
Mais ses batteries solaires qui devaient prendre le relais n'ont pas reçu assez de lumière pour lui permettre de rester actif.,B1
"""Nous devons nous préparer à de nouvelles mutations du coronavirus et ne plus dépendre uniquement de l'UE pour la production de vaccins de deuxième génération"", a-t-il ajouté.",B1
"Hélas: c'est une interjection qui exprime la plainte, la souffrance, le regret.",B1
Les habitants du monde entier sont invités à une assemblée extraordinaire à Nossiop pour réfléchir aux applications de cette nouvelle technologie et à ses conséquences pour l'humanité.,B1
J'ai eu une réunion hier où nous avons pris plusieurs décisions avec notre partenaire brésilien,B1
Tu retireras ton chapeau en feutre et tes gants en cuire et tu t'assiéras en silence.,B1
"Lors de cette fête nationale, les Thaïlandais offrent à leur maman un bouquet de jasmin, dont la blancheur rappelle la pureté de l'amour d'une mère pour son enfant.",B1
"A cette occasion, les enfants offrent des cadeaux à leur mère mais aussi de jolis oeillets.",B1
"Chez les Musulmans, par exemple, elle est obligatoire avant la prière.",B1
"Elle évoque un autre point : ""Encore aujourd'hui, certains pensent qu'un enfant élevé dans deux langues différentes réussit moins bien à l'école.",B1
Il a été rétrogradé en catégorie 1 alors qu'il se trouvait en catégorie 5 - rétrogradé ça veut dire qu'il est passé de cette catégorie 5 à la catégorie 1,B1
"Ce week-end, nous signerons le contrat sauf s'il y a un contretemps.",B1
La plupart des spectateurs ont apprécié la pièce de théâtre.,B1
"Le handicap, lorsqu'il est visible, est encore trop souvent associé à l'incompétence.",B1
Il coinça le téléphone entre l'oreille et l'épaule tout en attrapant son jeans.,B1
L'intervalle entre les deux séances est trop long.,B1
"Enfin, il faut savoir que l'éducation complète d'un chien guide coûte très cher et qu'en France, les dix écoles sont entièrement financées par des dons.",B1
"Après l'éruption de 1754, la plus grosse connue par le volcan qui avait tué plus d'un millier de personnes, la municipalité de San Nicolas avait à l'époque déménagé sept kilomètres plus loin pour s'éloigner du volcan",B1
"Ma voiture est très écologique, elle roule à l'énergie solaire",B1
"Car depuis ce dimanche, l'utilisation des sacs en plastique fins est interdite dans tout l'État de New York sous peine d'une amende de 250 dollars",B1
"Mais un certain écart demeure avec les hommes, notamment chez les plus jeunes.",B1
Le débat porte plutôt sur l'utilité d'une telle mesure.,B1
Nous avons reçu plusieurs plaintes à ce sujet.,B1
Il se compose du thorax et de l'abdomen encore appelé ventre,B1
"Il accepte les différences, il est tolérant.",B1
La sixième Semaine pour l'emploi en leur faveur entend les combattre.,B1
Ce rendez-vous des gourmands et des passionnés de chocolat a lieu tous les ans entre fin octobre et début novembre à Paris,B1
"La Loire à vélo, c'est près de 900 kilomètres de pistes aménagées le long du fleuve.",B1
"Il n'a fallu que 12 ans, entre 1999 et 2011, pour que la population mondiale passe de 6 à 7 milliards d'habitants",B1
"Elle entend le clapotis de vagues, le cri des enfants qui jouent, la sirène d'un bateau rentrant au port.",B1
"Oui, des feux de forêt qui frappent le sud-est du pays depuis le mois de septembre et qui ont fait une 24e victime ce week-end",B1
"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",B1
"Les serveurs sont mal organisés, c'est dommage.",B1
"En prenant des cours, tu apprendrais plus vite.",B1
"Mes voisins voulaient quitter le pays en cachette, une fois la nuit tombée.",B1
"A cause de la crise, l'entreprise doit licencier une centaine de salariés.",B1
"En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B1
"Quand ils se verront, elle pleurera et elle s'évanouira ; l'émotion sera trop grande.",B1
"Cela faisait trois semaines que le navire était immobilisé accidentellement sur un récif, un rocher dans la mer, près de l'île.",B1
"Et grâce à ces nouvelles résolutions encourageantes, je dors bien mieux maintenant !",B1
"Cet été, ils ont été particulièrement vigilants au choix de leur logement pour qu'il soit le plus adapté au contexte sanitaire.",B1
Le but: Interdire aux jeunes de certains quartiers de sortir entre minuit (parfois 22 heures) et 6 heures du matin s'ils ne sont pas accompagnés d'un adulte.,B1
"Quand je finirai ce travail, je partirai en Floride. Je fuirai l'hiver et les grands froids.",B1
L'entrée du journaliste basque dans le monde audiovisuel n'avait donc rien d'évident.,B1
Les enfants et les ados de certains quartiers sont sous haute surveillance.,B1
"Le point de vue du penseur amène un autre type de réflexion, plus intellectuelle.",B1
"Le pauvre berger obéit , et tout à coup il se trouva assis sur le dos du dragon, qui volait rapidement par-dessus les montagnes et les mers.",B1
"L'après-midi je me promène aux Tuileries, paradis de verdure au coeur de la capitale",B1
"Un hôte désigne soit la personne qui reçoit un invité soit l'invité qui est reçu, accueilli.",B1
"Chaque été, nous nous rendons au chalet de mes grands-parents.",B1
Des parents qui n'arrivent pas à exercer pleinement leur autorité.,B1
L'élastique s'est distendu.,B1
Tu remplissais le pot d'eau et tu mettais des glaçons à congeler dans le congélateur du sous-sol.,B1
Il faudrait inventer un temps particulier pour l'apprentissage.,B1
"Un ange de l'hospitalité, envoyé par le prophète vient sauver le pacha.",B1
"Le berger pensa à sa femme, et descendit la montagne aussi vite que possible, car il avait peur d' être grondé parce qu'il était resté si longtemps absent.",B1
"Oui, un acte courageux, surtout quand celle-ci va à l'encontre de la frénésie ambiante, de la course aux infos",B1
Parce que jamais je céderai devant la barbarie.,B1
C'est un fait inquiétant qu'on constate dans toutes les capitales européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites internet.,B1
Toujours aucune trace du braqueur de la banque.,B1
J'accepterais ce poste à condition qu'il soit basé à Zurich.,B1
Ils ont déménagé car sa femme a été mutée à Paris.,B1
"Je m'occuperai des enfants ce week-end-là, j'ai déjà posé mes congés.",B1
Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui voit mal et pour l'aider dans ses déplacements quotidiens.,B1
"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1
"C'est cette première canicule qui avait notamment décidé Greta Thunberg à s'asseoir avec sa pancarte devant le parlement de Stockholm, c'était le début de la grande mobilisation des jeunes pour le climat",B1
"De toute façon, chacun sait que, pour choisir son logement idéal, cela peut prendre plusieurs mois.",B1
Je vous souhaite bonne année pleine de bonheur et de joie Bbonne continuation Merci Bachy pour ton message !,B1
"Ainsi, il existe déjà une méthode pour passer du virtuel au réel.",B1
"On va effectuer de petites pressions sur votre dos, avec les pouces.",B1
Vous reviendrez nous voir quand vous obtiendrez votre diplôme.,B1
Il a su se défendre et mentir lorsqu'on lui posait des questions embarassantes.,B1
Se précipiter avec violence dans un passage.,B1
"Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du manoir.",B1
"Il avait pris sa belle valise verte qu'il trimballe depuis vingt ans, pour passer cinq jours de vacances près de Vannes chez sa vieille amie Sylvaine qu'il voyait beaucoup avant de vivre à Valencienne",B1
"Cette fête est encore traditionnellement fêtée en France, même si, comme pour Noël, elle a souvent perdu son aspect religieux",B1
"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",B1
Les exportations de cacao ont doublé par rapport à l'année dernière.,B1
Conservation ou exploitation ?,B2
"Yukihiro Kimura, inventeur du recyclage des couches-culottes en combustible, Yonago, Japon.",B2
"Finies les façades grises et ternes, terminée la morosité ambiante",B2
Elle obligeait à effectuer des interventions mécaniques fréquentes.,B2
L'environnement pharmaceutique international se durcit.,B2
"Catherine Nave-Bekhti, secrétaire générale du Sgen-CFDT , juge cette nouvelle interdiction inutile.",B2
"Ce récit fascine toujours notre science-fiction, Blade Runner de Ridley Scott (1982) ou Her de Spike Jonze (2013) en témoignent.",B2
Cela lui paraissait invraisemblable.,B2
"Je me suis concentré sur les pousses rapides : laitue, kale, chou kale, chou frisé.",B2
Dénoncer une discrimination collectivement acceptée est difficile.,B2
"C'est le début de troubles qui se poursuivent et s'étendent au reste du territoire tout au long du mois de septembre les fameuses ""Journées de septembre"" amplifiés le refus de Guillaume 1er de considérer les revendications des insurgés",B2
"Ellénore, en un mot, était en lutte constante avec sa destinée.",B2
L'on vécut ainsi pendant l'hiver de 1814 à 1815.,B2
"Une petite marque au front, des cicatrices sur le corps et une démarche légèrement claudicante étaient les seules traces visibles de l'accident qu'elle avait subi un an et demi auparavant.",B2
C'est une question que se posent avec insistance les autorités politiques et sanitaires ces dernières semaines.,B2
Madame Pietranera était devenue pensive ; elle crut devoir présenter quelques objections.,B2
Le directeur aurait donné de nouvelles consignes au personnel.,B2
Les enquêteurs sont convaincus que l'écoute électronique des conversations téléphoniques est un outil essentiel à la police.,B2
"Morin : ""Notre mode de connaissance parcellisée prédit des ignorances globales.",B2
"Il était équipé, alors, d'un moteur à vapeur entraînant la roue arrière et de pédales agissant sur la roue avant.",B2
Capacités intellectuelles ou problèmes d'orientation ?,B2
L'écriture semble être devenue la reconversion professionnelle à la mode dans le milieu du grand banditisme.,B2
Les réformes sont toujours difficiles à faire passer pour le gouvernement français car les citoyens descendent facilement dans la rue pour manifester.,B2
